title,text,date
США призвали отказаться от поддержки Украины,"Аналитик Джош Хаммер призвал США отказаться от поддержки Украины. Об этом он написал в своей статье для The Epoch Times.По его словам, американская сторона должна как можно быстрее изменить свою стратегию на Украине. Аналитик считает, что обещания президента США Джо Байдена продолжать поддерживать Киев на данном этапе пусты и бесполезны.Эксперт отметил, что стороны подошли к той точке, когда национальные интересы Соединенных Штатов в отношении Киева не совпадают с позицией украинского лидера Владимира Зеленского. Аналитик подчеркнул, что президент Украины заинтересован в продолжении эскалации и этот подход опасен для Вашингтона.По словам Хаммера, изначально было понятно, что Украина является глубоко коррумпированной страной, однако США все равно оказывают поддержку стране. Аналитик считает, что американские власти рискуют разозлить своих граждан, если продолжат настаивать на своем.Ранее Reuters опубликовало данные опроса, согласно которому трое из четырех американцев считают, что США должны продолжать поддерживать Украину, несмотря на угрозы России о ядерном оружии для защиты своей территории. Онлайн-опрос 1005 американцев показал, что 73 процента согласны с тем, что Соединенные Штаты должны продолжать поддерживать Украину, несмотря на предупреждения России о том, что она может использовать свой ядерный арсенал.  ",2022-10-08 00:00:00
Опубликованы кадры поздравления Путину на высотке Trump Tower в США,"Президента России Владимира Путина поздравили с 70-летним юбилеем на высотке Trump Tower в Майами. Кадры, на которых видна проекция поздравления, опубликованы в Telegram-канале «РИА Новости: США».«Никакого морального права даже заикаться о свободе демократии у этого Запада нет. C днем рождения, господин президент», — спроецировано на одной из башен.Ранее президент Белоруссии поздравил Путина с 70-летием, заявив, что дорожит доверительными отношениями со своим российской коллегой. Он подарил своему коллеге трактор BELARUS. О подарке на юбилей Лукашенко рассказал журналистам. «Такой, на котором я работаю, — BELARUS. Самый лучший. Ручной сборки», — заявил глава государства.Известно, что президент России, которому 7 октября исполнилось 70 лет, провел телефонные разговоры с лидерами Турции, Киргизии, Кубы, ЮАР, а также с бывшим президентом Казахстана Нурсултаном Назарбаевым, которые поздравили его с юбилеем.",2022-10-08 00:00:00
Обнаружена связь между недосыпом и диабетом,"Сомнолог София Черкасова сообщила о связи между недосыпом и диабетом второго типа в беседе с «Вечерней Москвой».Специалист отметила, что сам по себе поздний отход ко сну может и не вызывать никаких заболеваний, если человек постоянно спит в соответствующем его хронотипу режиме. По ее словам, также важно, чтобы человек спал достаточно по продолжительности.«Другое дело, что большая часть нашего общества — представители промежуточного хронотипа, которые откладывают отход ко сну в силу социальных обстоятельств. К примеру, они подолгу не спят ночью, выполняя работу, а после встают рано утром», — сказала она.Черкасова отметила, что подобная тенденция говорит о хроническом недосыпе, который может вызывать сахарный диабет второго типа.Также сомнолог предупредила, что недосып может вызвать артериальную гипертонию, депрессию, ускоренное старение, снижение уровня иммунитета и повышение предрасположенности к частым ОРВИ.Ранее кандидат медицинских наук, президент Российского общества сомнологов Михаил Полуэктов объяснил, что стресс, смена образа жизни и повышенная возбудимость нервной системы являются одними из самых распространенных причин нарушения сна. Специалист заверил, что при устранении причины стресса проблемы со сном в большинстве случаев исчезают.",2022-10-08 00:00:00
В КЖД рассказали о деталях пожара на Крымском мосту,"Возгорание топливной цистерны в хвосте грузового поезда произошло на Крымском мосту в субботу, 8 октября. О деталях рассказали ТАСС в пресс-службе Крымской железной дороги (КЖД).«В 06:05 аппаратура показала ложную занятость на ж/д путях на железнодорожной части транспортного перехода через Керченский пролив. Произошло возгорание топливной цистерны в хвосте грузового поезда», — заявили в организации.В КЖД добавили, что локомотив с частью вагонов выведен на станцию Керчь, ведутся аварийные работы, устанавливаются причины происшествия.Пожар на Крымском мосту произошел утром в субботу, 8 октября. Как рассказал советник главы Крыма Олег Крючков, на одном из участков сооружения, по предварительным данным, загорелась цистерна с топливом, судоходные арки не повреждены. Движение по Крымскому мосту приостановлено.",2022-10-08 00:00:00
Россиянам назвали способы использования валюты,"С конца февраля россияне столкнулись с трудностями в обращении валюты — сейчас они могут перевести ее в рубли, открыть валютный вклад или инвестировать в ценные бумаги или стартапы. Такие способы использования валюты назвал экономист Юрий Капышек в беседе с «Главным региональным».«Нужно перевести деньги в рубли и инвестировать или в ценные бумаги, или в стартапы. Тем более предложений от банков, которые работают в данном направлении и сами финансируют разработки, достаточно много», — заявил Каптышек.Вторым верным способом сохранить средства, по заверению эксперта, открыть валютный вклад в банке. «Процент маленький. Но хотя бы можно будет сохранить деньги», — отметил специалист.6 октября аналитик Исаков рекомендовал россиянам снижать долю валюты в сбережениях. Существуют и альтернативные валюты, которые могут стать одним из инструментов хранения сбережений. В первую очередь это, как считает Исаков, юань, который наиболее интересен по соображениям ликвидности.",2022-10-08 00:00:00
Ягудин одним словом описал дебют Щербаковой в роли ведущей «Ледникового периода»,"Олимпийский чемпион Алексей Ягудин высказался о первой съемке фигуристки Анны Щербаковой в роли ведущей телешоу «Ледниковый период». Его слова передает РИА Новости.«Гениально», — одним словом описал Ягудин дебют 18-летней спортсменки на телевидении. Он отметил высокий профессионализм фигуристки.5 октября стало известно, что Щербакова стала третьей ведущей нового сезона «Ледникового периода». 6 и 7 октября вместе с другими ведущими, Алексеем Ягудиным и олимпийской чемпионкой Алиной Загитовой, она принимала участие в съемках первых двух серий.Анна Щербакова — олимпийская чемпионка 2022 года. Помимо золота Игр, на счету фигуристки победы в личном и командном чемпионатах мира. Также она трижды выигрывала чемпионат России. Начало сезона-2022/2023 спортсменка пропускает, так как восстанавливается после операции на ноге.",2022-10-08 00:00:00
Диетолог назвала полезную замену сладостям,"Врач-диетолог, нутрициолог Ирина Писарева назвала полезную замену сладостям в беседе с RT.Специалист посоветовала употреблять фрукты «в умеренном количестве» до 17:00, примерно через два часа после еды, «чтобы переварилась основная пища».Также диетолог отметила, что полезной заменой могут быть сахарозаменители. По ее словам, лучше использовать натуральный эритрит, подсластитель стевия, а также сиропы топинамбура, агавы или цикория.Писарева добавила, что альтернативной заменой может быть мед, но только «если на него нет аллергии». Кроме того, Писарева порекомендовала заменить сладости различными сухофруктами, горьким шоколадом, домашними конфетами, которые сделаны из сухофруктов и горького шоколада, а также протеиновыми батончиками.Ранее врач-диетолог Руслан Алиев напомнил о доступных каждому способах ускорить обмен веществ и, как следствие, сбросить вес. По его словам, скорость метаболизма в организме можно контролировать при помощи спорта и еды.",2022-10-08 00:00:00
Движение по Крымскому мосту приостановлено из-за пожара,"Движение по Крымскому мосту приостановлено из-за возгорания цистерны с топливом. Об этом сообщает РИА Новости со ссылкой на пресс-службу дорожного управления «Тамань».«Движение на транспортном переходе через Керченский пролив временно приостановлено», — сообщили в ведомстве.8 октября стало известно о возгорании на мосту через Керченский пролив. Советник главы Крыма Олег Крючков сообщил, что на одном из участков железнодорожного полотна загорелась цистерна с топливом, судоходные арки не повреждены. «О причинах и последствиях говорить рано. Ведутся работы по тушению пожара», — заявил он.",2022-10-08 00:00:00
Раскрыты подробности пожара на Крымском мосту,"Цистерна с топливом, по предварительным данным, горит на одном из участков Крымского моста, судоходные арки не повреждены. Подробности пожара раскрыл советник главы Крыма Олег Крючков в своем Telegram-канале.«Предварительно, горит цистерна с топливом на одном из участков. Судоходные арки не повреждены. О причинах и последствиях говорить рано. Ведутся работы по тушению пожара», — заявил Крючков.Ранее сообщалось, что на Крымском мосту утром в субботу, 8 октября, произошел пожар. По предварительным данным, в районе 6:00 утра загорелся один из вагонов товарного поезда, который шел из Тамани в Керчь. О причинах возгорания и пострадавших не сообщалось.",2022-10-08 00:00:00
Россиянкам дали советы по планированию беременности,"При планировании беременности нужно обязательно рассказать своему врачу акушеру-гинекологу, что вы хотели бы родить ребенка в течение ближайшего года или двух, рассказывает акушер-гинеколог, завотделением патологии беременных в Московском многопрофильном клиническом центре «Коммунарка» Евгений Тажетдинов. Он также поделился с «Лентой.ру» другими рекомендациями о том, как правильно готовится к беременности.«Этого времени вполне достаточно, чтобы пройти необходимое обследование и выявить так называемые «факторы риска», провести лечение имеющихся заболеваний и скорректировать образ жизни», — объяснил врач. По его словам, это касается как самой женщины, так и мужчины.При планировании беременности необходимо провести лечение имеющихся заболеваний и сделать прививки от тех болезней, которые могут повлиять на ее исход, подчеркнул врач.Кроме того, следует сделать ряд анализов. Это общий анализ мочи, клинический анализ крови, анализы на определение уровня глюкозы в плазме венозной или капиллярной крови, определение сывороточных антител к бледной трепонеме, антигенов и антител ВИЧ-1/2, выявление HBsAg, анти-HCV, определение концентрации тиреотропного гормона (ТТГ), антител к вирусу краснухи, а также определение группы крови и резус-фактора. Последнее необходимо, так как при отрицательном резус-факторе женщины следует уточнить резус-принадлежность партнера.При подготовке к беременности следует отказаться от курения, злоупотребления алкоголем и применения наркотических и психотропных средств. Все это, по словам акушера-гинеколога, отрицательно влияет на фертильность, вынашивание и исход беременности.Помимо этого, желательно снизить стрессовые нагрузки, обеспечить умеренную физическую нагрузку и нормализовать режим сна и бодрствования. Отход ко сну, по рекомендации врача, должен быть не позднее 23:00, а его длительность — порядка 7-8 часов.Отдельное внимание стоит уделить питанию, так как сбалансированный рацион и нормализация массы тела повышают вероятность зачатия и нормального течения беременности.Он отдельно отметил, что не нужно покупать в аптеке различные «витамины для беременных» и пищевые добавки, потому что далеко не все из них могут принести реальную пользу. Подобрать по-настоящему эффективный препарат может только врач, предупредил медик.«Стоит серьезно отнестись к рекомендациям в отношении питания, физической активности, курения, употребления алкоголя и некоторых лекарств. Все это действительно влияет на возможность зачатия, ход беременности и здоровье будущего ребенка», — высказался Тажетдинов.Акушер-гинеколог также рекомендовал будущим родителям ознакомиться с памятками «SMART-Материнство», подготовленными кафедрой акушерства и гинекологии РУДН. По его словам, они содержат в виде квинтэссенции ответы на многие вопросы, касающиеся подготовки к беременности, беременности и послеродового периода.Ранее фитнес-блогер из Канады пришла к врачу с жалобами на вздутие живота и запор и узнала, что находится на шестом месяце беременности.",2022-10-08 00:00:00
В Псковской области восстановят усадьбу Римского-Корсакова,"Пострадавшую от вспыхнувшего летом 2022 года пожара усадьбу композитора Римского-Корсакова, расположенную в Псковской области, начнут восстанавливать в 2024 году. Как уточняет со ссылкой на гендиректора Псковского музея-заповедника Светлану Мельникову ТАСС, в ходе запланированных работ будет также приведена в порядок территория вокруг усадьбы, в том числе дубовый парк и старинный пруд.Собеседница агентства отметила, что на месте пожара уже побывала группа экспертов. «По итогам комиссии будет сделано серьезное исследовательское заключение, на основе которого можно сделать документы, связанные с проектно-сметными вопросами», — рассказала Мельникова, понадеявшись, что 2023 год будет посвящен работе над проектом, а 2024 — его реализации.Гендиректор музея указала, что при работе над проектом важно решить вопросы, касающиеся приспособления здания усадьбы. Так, необходимо обустроить помещения для хранения фондов и разместить на территории музея современную систему пожаротушения. Мельникова добавила, что фонды музея продолжают пополняться: в частности, недавно усадьбе передали рояль, который напрямую связан с семьей Римских-Корсаковых. «За этим роялем сидел и сын, и внуки», — пояснила она.Ранее сообщалось, что музею-усадьбе Римского-Корсакова в Псковской области передадут в дар оригинальное пианино «Беккер» из квартиры родственников музыканта. Сначала музыкальный инструмент находился на даче Римских-Корсаковых в деревне Комарово Лужского района, а затем был перевезен в Ленинград.О том, что в деревне Любенск Псковской области загорелся музей-заповедник композитора Николая Римского-Корсакова, стало известно 2 июля 2022 года. По словам губернатора региона, пожар возник из-за неосторожности строителей, которые перекрывали кровлю усадьбы с использованием открытого огня.",2022-10-08 00:00:00
На Крымском мосту произошел пожар,"На Крымском мосту произошел пожар, там загорелась цистерна с топливом. Об этом сообщает Telegram-канал Mash.По предварительным данным, в районе 6:00 утра субботы, 8 октября, загорелся один из вагонов товарного поезда, который шел из Тамани в Керчь. Виден сильный дым, о причинах возгорания и пострадавших не сообщалось.",2022-10-08 00:00:00
Саудовская Аравия прокомментировала претензии США из-за сокращения добычи нефти,"Глава МИД Саудовской Аравии Адель аль-Джубейр в интервью Fox News прокомментировал претензии США из-за сокращения добычи нефти. Он отметил, что высокие цены на бензин в США — не вина Саудовской Аравии, а следствие нехватки нефтеперерабатывающих заводов (НПЗ) в самих Штатах.При этом аль-Джубейр уточнил, что Саудовская Аравия не ставила целью навредить США, а идея об этом «целиком и полностью неверна».5 октября ОПЕК+ приняла решение резко сократить добычу нефти с ноября текущего года. Страны должны будут уменьшить производство на два миллиона баррелей в сутки от утвержденных в августе квот.Согласно подсчетам агентства Bloomberg, реальное сокращение составит примерно 900 тысяч баррелей в день. В сообщении ОПЕК+ также отмечается, что сделка об объемах добычи нефти будет продлена до 31 декабря 2023 года.Накануне заседания ОПЕК+ администрация президента США Джо Байдена пыталась отговорить страны принимать решение по добыче нефти, объясняя это отсутствием необходимости в текущей экономической ситуации.8 октября президент США Джо Байден обвинил Россию и Саудовскую Аравию в росте цен на бензин в стране.Политик также обратил внимание на усилия своей администрации, которые направлены на увеличение числа рабочих мест в Соединенных Штатах, привлечение инвестиций в компании, борьбу с инфляцией, а также перечислил другие аспекты экономической повестки демократов.Издание The New York Times отметило, что после решения ОПЕК+ по сокращению нефтедобычи президент США Джо Байден оказался перед сложной дилеммой: продолжать попытки добиться расположения Саудовской Аравии или принять жесткие ответные меры.По информации издания, в Вашингтоне многие расценили решение ОПЕК+ как «удар в спину Байдену», а перед американским лидером встает вопрос о том, что делать с «этим похожим на предательство решением». Отмечается, что однопартийцы-демократы недовольны его «чрезмерной почтительностью» к Эр-Рияду и с усиленной энергией наседают на Байдена, требуя «наказать» саудитов.Помощники Байдена, по заверению газеты, похоже, хотят в противовес этому решению брать больше нефти из стратегического запаса. Однако у американского президента мало вариантов по борьбе с сокращением нефтедобычи, и все они имеют свои недостатки. Решение ОПЕК+ было принято в «худший с политической точки зрения» момент для Байдена, поскольку в преддверии промежуточных выборов в ноябре он сделал ставку на снижение цен на бензин.",2022-10-08 00:00:00
В США допустили переход конгресса под контроль республиканцев,"Американский конгресс может перейти под контроль Республиканской партии после промежуточных выборов, которые состоятся в ноябре 2022 года. Об этом сообщает портал Real Clear Politics (RCP)Уточняется, что переход конгресса под контроль республиканцев приведет к трудностям нынешней правящей партии в продвижения своей политики и утверждении номинации на руководящие посты.Накануне президент США Джо Байден заявил, что будет баллотироваться на президентских выборах в ноябре 2024 года и собирается пойти на второй срок. «Я собираюсь сделать это еще раз… Я намерен», — подтвердил он.В сентября издание The Wall Street Journal допустило, что в преддверии промежуточных выборов в конгресс США в политической элите может случиться раскол из-за идеи помощи Украине. Так, большинство мест могут занять республиканцы, которые в разгар внутренних проблем, в том числе инфляции, не видят необходимости в оправдании столь огромных трат на поставки оружия Киеву, а следовательно, постараются сократить расходы.",2022-10-08 00:00:00
Сахалинский губернатор отреагировал на заявления Украины о Южных Курилах,"Губернатор Сахалинской области Валерий Лимаренко отреагировал на заявления Украины, признавшей Южные Курильские острова «оккупированной Россией территорией». Об этом он написал в своем Telegram-канале.«Курильские острова — территория Российской Федерации. Наша земля», — подчеркнул глава региона.Лимаренко напомнил о недопустимости любых споров о принадлежности Курильских остров и призывов к нарушению целостности государства. «Особенно нелепо, когда они исходят от представителей киевской хунты», — добавил он.Ранее президент Украины Владимир Зеленский подписал указ, которым признал Южные Курильские острова «оккупированной Россией территорией». В пятницу, 7 октября, Верховная Рада Украины сообщила о поддержке позиции Японии по вопросу южных Курильских островов и приняла соответствующее постановление.",2022-10-08 00:00:00
В Британии описали ответ США на использование Россией ядерного оружия,"Британский таблоид The Sun описал ответ США на использование Россией ядерного оружия. По мнению автора существует четыре возможных сценария.Так, первый вариант — это ядерный удар по России, в том числе по Москве. Однако эксперты назвали этот сценарий маловероятным, поскольку такое развитие событий приведет к эскалации конфликта и его превращению «в ужасающую полномасштабную ядерную войну между Западом и Россией».Также в качестве вероятной меры издание называет удар по российским вооруженным силам, которые принимают участие в специальной военной операции на  Украине.В качестве третьего и четвертого сценария называются ограниченный ядерный удар по Крыму и Черноморскому флоту.В сентябре официальный представитель американской администрации Карин Жан-Пьер рассказала, что США серьезно воспринимают угрозы России, касающиеся возможности применения ядерного оружия в случае угрозы ее территориальной целостности, однако, по их оценкам, в настоящее время нет признаков того, что Москва собирается его использовать.",2022-10-08 00:00:00
В КНДР рядом с ядерным полигоном произошло землетрясение,"Землетрясение магнитудой 2,5 произошло на северо-востоке КНДР, в районе уезда Кильджу в провинции Хамген-Пукто, где находится ядерный полигон Пхунгери. Об этом сообщает ТАСС со ссылкой на южнокорейскую метеорологическую администрацию.Отмечается, что землетрясение рядом с объектом носило природный, а не техногенный характер. Очаг залегал на глубине 23 км.На полигоне Пхунгери КНДР проводила ядерные испытания, однако в 2018 году северокорейские власти объявили о демонтаже полигона в качестве добровольной меры денуклеаризации и в присутствии иностранных журналистов взорвали имевшиеся на нем туннели и постройки.В марте южнокорейское агентство Yonhap со ссылкой на источники в разведке и правительстве сообщало, что власти КНДР ведут работы по восстановлению сети подземных тоннелей на ядерном полигоне Пхуенгери. По их информации, северокорейские власти восстанавливают часть тоннелей ядерного полигона Пхунгери для использования коммуникаций в рамках новых испытаний оружия массового поражения.Ранее в Национальной авиационной администрации КНДР заявили, что последние ракетные испытания проводились с целью самообороны от прямых военных угроз со стороны США.",2022-10-08 00:00:00
Разногласия по Украине затруднили продажу музыкального каталога Pink Floyd,"Разногласия по Украине между участниками Pink Floyd затруднили продажу музыкального каталога группы. Об этом сообщает газета Financial Times (FT).В мае все участниками «золотого» состава музыкального коллектива на аукцион был выставлен каталог песен. Им заинтересовались такие компании, как Blackstone, Sony Music и Warner Music. По данным издания, сумма сделки может превысить 500 миллионов долларов. Однако разногласия между артистками препятствуют заключению соглашения.Кроме того, успешному завершению этого процесса мешают споры о налогах, активах, а также вокруг опубликованного ранее в Rolling Stone интервью сооснователя Pink Floyd  Роджера Уотерса, где он заявил, что попал в базу данных националистического сайта «Миротворец», которую назвал «расстрельным списком»Один из участников аукциона сообщил, что натянутые отношения между Роджером Уотерсом, Дэвидом Гилмором и Ником Мэйсоном сделали невозможным заключение сделки. Отмечается, что переговоры идут «настолько тяжело, насколько это вообще возможно».Ранее Уотерс рассказал, что попал в базу данных националистического сайта «Миротворец». Музыкант считает, что оказался в этом перечне украинского правительства из-за того, что открыто поддерживал Россию. Уотерс признался, что воспринимает эту угрозу как реальную. «Они же недавно убивали людей. И когда тебя убивают, на твоей фотографии пишут ликвидирован. Теперь так произошло и с моим фото», — заметил рокер.",2022-10-08 00:00:00
Британия обследует трубопроводы из-за опасения «минирования» Россией,"Власти Британии распорядились срочно обследовать подводные кабели и трубопроводы, выражая опасения, что их якобы могла заминировать Россия. Об этом сообщает газета Daily Mail.«Министр обороны Бен Уоллес на этой неделе направил военные корабли в Северное море, чтобы сдержать атаки Кремля после взрывов на ключевых газопроводах на Балтике», — пишет издание.Министры также попросили ВМФ провести обследование важнейших трубопроводов и кабелей «на случай, если Россия уже развернула дистанционные мины», отмечает газета.7 октября служба безопасности Швеции завершила расследование на месте утечек на «Северных потоках». В результате осмотра правоохранители «усилили подозрения в грубой диверсии». Позже сообщалось, что Россия собралась провести свое расследование диверсии на нитях газопроводов.",2022-10-08 00:00:00
Байден оказался перед сложной дилеммой из-за решения ОПЕК+,"После решения ОПЕК+ по сокращению нефтедобычи президент США Джо Байден оказался перед сложной дилеммой: продолжать попытки добиться расположения Саудовской Аравии или принять жесткие ответные меры. Об этом пишет The New York Times.По данным издания, в Вашингтоне многие расценили решение ОПЕК+ как «удар в спину Байдену», а перед американским лидером встает вопрос о том, что делать с «этим похожим на предательство решением». Отмечается, что однопартийцы-демократы недовольны его «чрезмерной почтительностью» к Эр-Рияду и с усиленной энергией наседают на Байдена, требуя «наказать» саудитов.В то же время, утверждает газета, помощники Байдена, похоже, хотят в противовес этому решению брать больше нефти из стратегического запаса. Однако у американского президента мало вариантов по борьбе с сокращением нефтедобычи, и все они имеют свои недостатки.Решение отбирать больше нефти из стратегических запасов в случае стихийного бедствия может грозить дефицитом топлива, поскольку объем резервов в стране в данный момент самый низкий за последние 40 лет. Из-за возможного ограничения экспорта нефтепродуктов вырастет предложение и снизятся цены в США, однако пострадают торговые партнеры, особенно в Европе.Расширение буровых работ и смягчение правил и норм бурения грозит негативной реакцией защитников окружающей среды. Снятие санкций с Ирана и Венесуэлы может поспособствовать увеличению предложения на рынке, однако ситуацию с Тегераном осложняют «зашедшие в тупик» переговоры по ядерной тематике, а перспективы заключения сделки с Каракасом «весьма туманны», отмечает издание.Газета пишет, что решение ОПЕК+ было принято в «худший с политической точки зрения» момент для Байдена, поскольку в преддверии промежуточных выборов в ноябре он сделал ставку на снижение цен на бензин. Представители его администрации боятся наступления кризиса в декабре с вступлением в силу ценовых ограничений Вашингтона для российской нефти и запрета Евросоюза (ЕС) на ее закупку.ОПЕК+ решила резко сократить добычу нефти с ноября текущего года, об этом стало известно 5 октября. Страны должны будут уменьшить производство на два миллиона баррелей в сутки. В ответ на это Джо Байден обвинил Россию и Саудовскую Аравию в росте цен на бензин в США. В свою очередь, глава МИД Саудовской Аравии Адель аль-Джубейр заверил, что Эр-Рияд не ставил целью навредить США, а высокие цены на бензин в США он назвал следствием нехватки нефтеперерабатывающих заводов (НПЗ) в самих Штатах.",2022-10-08 00:00:00
